,KG1a_Ctrl_Nonresponsive_116,KG1a_T0_Nonresponsive_117,KG1a_LGT_Nonresponsive_118,KG1a_SYT_Nonresponsive_119,KG1a_ComboT_Nonresponsive_120
KRT18P31_ENSG00000249850.1,10.1047349,17.4755895,30.26006361,10.14818128,12.88469137
EEF1A1P19_ENSG00000249855.1,84.8797732,128.7675016,125.243041,105.9921156,115.3765546
PVT1_ENSG00000249859.12,2164.434217,2497.169763,3633.729305,2449.094416,2004.155176
MTRNR2L5_ENSG00000249860.4,10.1047349,13.79651803,17.65170377,5.637878489,5.271010106
AC021106.1_ENSG00000249863.2,75.78551178,94.73609045,68.08514311,93.58878292,123.5759036
LINC02742_ENSG00000249867.6,49.51320103,74.50119734,119.3591398,46.23060361,60.90945012
LINC02501_ENSG00000249882.2,8.083787924,5.518607211,6.724458579,1.127575698,9.370684634
RNF103-CHMP3_ENSG00000249884.8,94.9845081,69.902358,51.27399666,28.18939245,43.33941643
AC093857.1_ENSG00000249892.1,3.031420471,9.197678684,8.405573224,6.765454187,7.028013475
LINC02495_ENSG00000249896.2,22.23041679,17.4755895,29.41950628,27.06181675,23.42671158
MCPH1-AS1_ENSG00000249898.8,135.4034477,189.4721809,232.8343783,188.3051415,168.0866556
PDCD6_ENSG00000249915.8,5932.489863,5149.780295,4444.867121,5322.157294,5229.427693
LINC00536_ENSG00000249917.3,23.24089028,21.15466097,35.30340754,32.69969524,26.94071832
AC007663.2_ENSG00000249923.1,7.073314433,4.598839342,6.724458579,4.510302792,4.099674527
GOLGA8K_ENSG00000249931.4,775.0331672,825.9515459,879.2229592,900.9329826,981.5792154
AC131094.1_ENSG00000249945.2,7.073314433,8.277910816,5.043343934,3.382727094,7.028013475
XBP1P1_ENSG00000249947.2,14.14662887,15.63605376,25.21671967,14.65848407,18.15570148
TERB1_ENSG00000249961.10,11.1152084,14.7162859,17.65170377,12.40333268,16.39869811
TRGV7_ENSG00000249978.1,56.58651547,57.02560784,37.82507951,37.20999803,41.58241306
TMEM158_ENSG00000249992.2,10.1047349,5.518607211,3.36222929,3.382727094,5.856677896
BFSP2-AS1_ENSG00000249993.1,7.073314433,6.438375079,5.883901257,4.510302792,10.54202021
AC025187.1_ENSG00000249994.1,23.24089028,22.07442884,39.50619415,27.06181675,14.64169474
AC106894.1_ENSG00000249998.1,11.1152084,12.87675016,10.92724519,5.637878489,4.099674527
AC087457.1_ENSG00000250007.7,20.20946981,21.15466097,39.50619415,24.80666535,39.2397419
HMGB1P3_ENSG00000250011.1,68.71219735,113.1314478,104.229108,93.58878292,85.50749728
AC079848.1_ENSG00000250012.2,59.61793594,41.38955408,47.91176738,94.71635862,53.29576885
AC018752.1_ENSG00000250015.1,1.01047349,6.438375079,2.521671967,1.127575698,6.442345686
AC117529.1_ENSG00000250017.1,69.72267084,82.77910816,110.1130092,65.39939048,74.96547707
ARPIN-AP3S2_ENSG00000250021.7,898.310933,676.0293833,591.752355,865.978136,852.1466339
TMPRSS11BNL_ENSG00000250026.5,14.14662887,14.7162859,15.97058913,20.29636256,6.442345686
AC022272.1_ENSG00000250027.1,12.12568189,10.11744655,23.53560503,16.91363547,10.54202021
AC009927.1_ENSG00000250031.1,37.38751915,71.74189374,76.49071634,55.2512092,78.47948381
AC008869.1_ENSG00000250032.1,26.27231075,29.43257179,48.7523247,31.57211954,33.9687318
SLC7A11-AS1_ENSG00000250033.5,71.74361782,127.8477337,118.5185825,86.82332874,54.46710443
AC093791.1_ENSG00000250038.7,9.094261414,10.11744655,15.97058913,6.765454187,9.370684634
AC096719.1_ENSG00000250039.4,19.19899632,18.39535737,49.59288202,23.67908966,21.08404043
AC069360.1_ENSG00000250041.3,30.31420471,23.91396458,31.94117825,16.91363547,20.49837264
AC114316.1_ENSG00000250049.7,41.42941311,34.03141113,56.3173406,21.42393826,40.99674527
LINC01018_ENSG00000250056.8,41.42941311,35.87094687,40.34675147,30.44454384,31.04039285
AC114781.2_ENSG00000250057.1,5.052367452,6.438375079,10.92724519,15.78605977,18.74136927
YJEFN3_ENSG00000250067.12,1725.888722,2107.188187,1846.704437,1700.384152,1796.243111
AL445187.1_ENSG00000250068.1,11.1152084,3.679071474,9.246130546,11.27575698,8.785016844
AC011379.1_ENSG00000250069.1,16.16757585,16.55582163,21.01393306,7.893029885,15.81303032
AP000866.2_ENSG00000250073.3,124.2882393,115.8907514,102.5479933,82.31302595,84.3361617
AC104806.2_ENSG00000250075.7,22.23041679,29.43257179,41.1873088,27.06181675,21.66970822
AC025176.1_ENSG00000250081.1,9.094261414,12.87675016,22.6950477,11.27575698,20.49837264
DNAH10OS_ENSG00000250091.3,147.5291296,158.2000734,154.6625473,151.0951435,134.7035916
RHOQ-AS1_ENSG00000250116.2,45.47130707,43.22908982,76.49071634,69.90969327,100.149192
PCDHA10_ENSG00000250120.8,76.79598528,104.853537,152.9814327,102.6093885,89.60717181
LINC02108_ENSG00000250127.1,7.073314433,10.11744655,13.44891716,0,4.099674527
GAPDHP43_ENSG00000250130.1,10.1047349,8.277910816,33.6222929,19.16878686,21.66970822
AC078881.1_ENSG00000250131.2,37.38751915,39.55001834,71.4473724,45.10302792,45.0964198
AC004803.1_ENSG00000250132.6,166.7281259,141.6442517,130.286385,158.9881734,142.3172729
AC139495.2_ENSG00000250138.4,79.82740575,138.8849481,227.7910344,68.78211757,68.52313138
ARPC4-TTLL3_ENSG00000250151.9,864.9653078,963.9167261,803.5728002,832.150865,880.8443556
AC008957.1_ENSG00000250155.2,1.01047349,0,0,0,0.58566779
AC106791.1_ENSG00000250159.7,422.377919,489.316506,620.3313039,517.5572453,431.0514931
EEF1A1P13_ENSG00000250182.3,13.13615538,15.63605376,15.97058913,15.78605977,18.15570148
LINC02199_ENSG00000250198.3,16.16757585,23.91396458,42.02786612,18.04121117,17.57003369
FZD10-AS1_ENSG00000250208.6,15.15710236,23.91396458,51.27399666,33.82727094,20.49837264
AC053527.2_ENSG00000250220.1,10.1047349,21.15466097,13.44891716,20.29636256,17.57003369
AC008443.4_ENSG00000250222.2,65.68077688,52.4267685,52.11455399,68.78211757,58.56677896
TRIM60P14_ENSG00000250227.1,26.27231075,34.951179,25.21671967,24.80666535,24.59804716
AC008840.1_ENSG00000250240.6,26.27231075,26.67326819,37.82507951,28.18939245,30.45472506
AC105383.1_ENSG00000250241.6,202.0946981,253.8559317,307.64398,170.2639304,160.4729743
PKD1P6_ENSG00000250251.6,1294.416541,1483.585572,922.93194,1109.534487,1006.76293
AL669918.1_ENSG00000250264.1,436.5245479,449.7664877,187.4442829,243.5563507,242.4664649
AC021237.1_ENSG00000250267.2,17.17804934,19.31512524,47.07121005,18.04121117,12.88469137
AC026124.1_ENSG00000250280.2,14.14662887,32.1918754,75.65015901,24.80666535,16.9843659
AC021491.2_ENSG00000250286.2,7.073314433,9.197678684,10.92724519,5.637878489,9.956352423
NCAPGP1_ENSG00000250290.1,16.16757585,23.91396458,44.54953809,9.020605583,18.74136927
RDH10-AS1_ENSG00000250295.6,58.60746245,58.86514358,63.04179918,49.61333071,47.43909096
MRPS31P4_ENSG00000250299.6,231.3984293,243.7384851,212.6610026,248.0666535,245.9804716
LINC01618_ENSG00000250302.3,23.24089028,20.23489311,30.26006361,23.67908966,22.84104379
LINC02762_ENSG00000250303.4,169.7595464,171.9965914,185.7631682,103.7369642,86.67883286
TRMT9B_ENSG00000250305.9,61.63888292,67.1430544,116.8374678,83.44060164,56.2241078
ZNF718_ENSG00000250312.8,3118.321192,3023.276984,3168.901105,6662.844799,7188.48645
SMIM20_ENSG00000250317.8,1286.332753,974.9539406,911.1641375,1249.353873,1071.772055
AC003072.1_ENSG00000250318.1,15.15710236,15.63605376,11.76780251,12.40333268,11.127688
EDIL3-DT_ENSG00000250320.6,50.52367452,66.22328653,124.4024837,47.35817931,54.46710443
AC104596.1_ENSG00000250326.2,81.84835273,68.06282227,66.40402847,96.97151002,77.30814823
LINC01340_ENSG00000250331.2,8.083787924,11.03721442,10.08668787,4.510302792,4.685342317
AC093725.2_ENSG00000250333.2,145.5081826,170.1570557,179.879267,83.44060164,123.5759036
LINC00989_ENSG00000250334.6,4.041893962,13.79651803,26.89783432,13.53090837,5.271010106
PURPL_ENSG00000250337.7,32.33515169,34.03141113,68.92570043,50.7409064,33.9687318
LINC02200_ENSG00000250358.6,51.53414801,41.38955408,45.39009541,28.18939245,31.62606064
AL139353.2_ENSG00000250365.7,168.7490729,171.9965914,188.2848402,129.6712053,117.1335579
TUNAR_ENSG00000250366.3,76.79598528,82.77910816,94.14242011,98.09908572,80.82215496
AC008871.1_ENSG00000250383.1,11.1152084,19.31512524,18.49226109,12.40333268,15.81303032
LINC02197_ENSG00000250387.3,31.3246782,27.59303605,112.6346812,42.84787652,32.21172843
AP006623.1_ENSG00000250397.2,55.57604198,67.1430544,78.17183098,59.76151199,67.93746359
KLHL2P1_ENSG00000250412.1,7.073314433,11.03721442,9.246130546,4.510302792,6.442345686
AACSP1_ENSG00000250420.8,19.19899632,25.75350032,70.60681508,18.04121117,24.59804716
AC117529.2_ENSG00000250422.1,17.17804934,18.39535737,64.72291382,48.48575501,26.35505053
AC092335.1_ENSG00000250448.1,2.020946981,7.358142948,5.043343934,5.637878489,4.099674527
AC008825.1_ENSG00000250453.2,26.27231075,39.55001834,37.82507951,20.29636256,33.9687318
LINC02260_ENSG00000250456.1,44.46083358,40.46978621,36.14396486,24.80666535,28.69772169
LRRC37BP1_ENSG00000250462.8,1965.370939,1945.309042,1572.68275,1660.919003,1415.559047
WBP1LP2_ENSG00000250474.2,8.083787924,5.518607211,8.405573224,5.637878489,14.05602695
CHCHD10_ENSG00000250479.9,869.0072018,791.0003669,651.4319248,976.4805544,900.7570604
AP004147.1_ENSG00000250493.2,59.61793594,82.77910816,93.30186278,73.29242036,61.49511791
AC007126.1_ENSG00000250497.1,89.93214065,85.53841177,137.0108435,95.84393432,153.4449609
AC093766.1_ENSG00000250501.3,9.094261414,13.79651803,27.73839164,14.65848407,15.81303032
CDK3_ENSG00000250506.8,536.5614234,528.8665244,401.7864001,532.2157294,456.8208759
LINC02701_ENSG00000250508.1,147.5291296,155.4407698,189.1253975,171.3915061,208.4977331
AC034213.1_ENSG00000250509.2,44.46083358,32.1918754,84.89628956,38.33757373,38.65407411
GPR162_ENSG00000250510.8,0,1.839535737,0,0,0
AP002784.1_ENSG00000250519.7,89.93214065,75.42096521,48.7523247,103.7369642,122.404568
KRT8P33_ENSG00000250539.1,45.47130707,53.34653637,49.59288202,40.59272512,53.29576885
LINC01303_ENSG00000250548.7,3.031420471,3.679071474,9.246130546,4.510302792,5.271010106
ATP6V1E2_ENSG00000250565.7,546.6661583,458.9641664,400.9458428,706.9899626,696.3590018
NTAN1P2_ENSG00000250569.1,50.52367452,49.6674649,68.92570043,43.97545222,35.72573517
GLI4_ENSG00000250571.7,1467.207508,1442.196018,1100.289535,1197.485391,1224.04568
AL732372.3_ENSG00000250575.1,188.9585427,237.3001101,188.2848402,162.3709005,168.0866556
LINC01511_ENSG00000250584.3,8.083787924,14.7162859,10.08668787,19.16878686,7.613681265
AC093535.1_ENSG00000250602.6,17.17804934,13.79651803,25.21671967,11.27575698,11.71335579
AC010210.1_ENSG00000250608.2,68.71219735,84.6186439,108.4318946,68.78211757,64.42345686
AC008581.1_ENSG00000250615.1,182.8957018,198.6698596,141.2136302,147.7124164,102.4918632
AC012645.1_ENSG00000250616.2,16.16757585,8.277910816,7.565015901,12.40333268,17.57003369
LINC02515_ENSG00000250620.2,34.35609868,38.63025047,49.59288202,33.82727094,39.82540969
LINC01182_ENSG00000250634.6,52.5446215,63.46398292,121.0402544,48.48575501,42.75374864
AC068580.4_ENSG00000250644.3,412.2731841,278.6896641,265.6161139,259.3424105,281.7062068
AC010442.2_ENSG00000250645.1,40.41893962,63.46398292,29.41950628,45.10302792,14.05602695
PABPC1P7_ENSG00000250651.1,9.094261414,6.438375079,8.405573224,6.765454187,6.442345686
ST3GAL1P1_ENSG00000250656.2,24.25136377,21.15466097,24.37616235,25.93424105,25.18371495
AP001363.1_ENSG00000250659.2,3.031420471,5.518607211,5.883901257,12.40333268,8.785016844
REELD1_ENSG00000250673.2,13.13615538,16.55582163,21.01393306,10.14818128,14.64169474
AC114781.3_ENSG00000250677.1,4.041893962,6.438375079,12.60835984,3.382727094,8.785016844
LINC00491_ENSG00000250682.6,26.27231075,34.03141113,41.1873088,19.16878686,25.18371495
AC009123.1_ENSG00000250685.7,7.073314433,8.277910816,12.60835984,11.27575698,10.54202021
NAIPP1_ENSG00000250687.6,64.67030339,89.21748324,104.229108,80.05787455,56.80977559
AC010343.3_ENSG00000250697.2,14.14662887,15.63605376,25.21671967,13.53090837,8.785016844
AP000892.1_ENSG00000250699.1,17.17804934,21.15466097,36.98452218,18.04121117,19.32703706
LINC02269_ENSG00000250708.2,8.083787924,6.438375079,27.73839164,6.765454187,9.370684634
SELENOP_ENSG00000250722.6,129.3406068,95.65585832,118.5185825,210.8566555,459.7492148
AC016687.2_ENSG00000250723.7,13.13615538,30.35233966,42.02786612,32.69969524,40.41107748
TPM3P6_ENSG00000250731.1,17.17804934,20.23489311,20.17337574,30.44454384,22.84104379
C8orf17_ENSG00000250733.6,3.031420471,10.11744655,26.05727699,14.65848407,11.71335579
AL391335.1_ENSG00000250734.2,5.052367452,7.358142948,12.60835984,3.382727094,6.442345686
LINC02381_ENSG00000250742.4,10.1047349,16.55582163,10.92724519,19.16878686,19.32703706
AC015795.1_ENSG00000250751.1,38.39799264,34.951179,57.15789792,46.23060361,39.2397419
LINC02436_ENSG00000250754.6,19.19899632,16.55582163,26.05727699,14.65848407,26.94071832
AC025178.1_ENSG00000250764.1,14.14662887,12.87675016,23.53560503,10.14818128,24.01237937
AC005865.1_ENSG00000250770.3,22.23041679,23.91396458,38.66563683,33.82727094,24.59804716
AC106865.1_ENSG00000250771.2,9.094261414,11.03721442,26.89783432,11.27575698,11.127688
AC093730.1_ENSG00000250775.2,24.25136377,19.31512524,33.6222929,28.18939245,16.9843659
AC004980.4_ENSG00000250778.1,1.01047349,1.839535737,8.405573224,3.382727094,1.171335579
AC024022.1_ENSG00000250781.2,8.083787924,10.11744655,9.246130546,15.78605977,8.785016844
AC127070.2_ENSG00000250790.4,63.6598299,90.13725111,85.73684688,78.93029885,64.42345686
AC106892.1_ENSG00000250791.2,12.12568189,9.197678684,16.81114645,20.29636256,12.88469137
AC112484.2_ENSG00000250796.1,8.083787924,18.39535737,10.08668787,9.020605583,24.59804716
ZBED3-AS1_ENSG00000250802.7,468.8596996,471.8409165,548.0433742,413.8202811,319.7746131
AC021087.2_ENSG00000250848.1,48.50272754,49.6674649,46.23065273,36.08242233,40.41107748
AC114757.1_ENSG00000250863.2,4.041893962,6.438375079,10.92724519,4.510302792,6.442345686
AC087359.1_ENSG00000250869.2,37.38751915,56.10583998,123.5619264,48.48575501,44.51075201
METTL21EP_ENSG00000250878.3,13.13615538,19.31512524,28.57894896,15.78605977,14.64169474
AC108475.1_ENSG00000250892.1,28.29325773,19.31512524,31.94117825,22.55151396,43.92508422
AC125807.2_ENSG00000250899.3,6.062840943,0.919767868,9.246130546,6.765454187,2.342671158
TRIM7-AS1_ENSG00000250900.6,6.062840943,6.438375079,7.565015901,7.893029885,5.856677896
GMDS-DT_ENSG00000250903.9,735.6247011,783.6422239,943.945873,685.5660243,732.084737
AC138956.1_ENSG00000250909.1,33.34562519,30.35233966,45.39009541,33.82727094,26.94071832
AC097467.3_ENSG00000250910.8,22.23041679,21.15466097,16.81114645,15.78605977,12.88469137
AL035458.2_ENSG00000250917.1,3.031420471,8.277910816,10.08668787,16.91363547,18.15570148
AC016924.1_ENSG00000250934.2,56.58651547,103.9337691,143.7353021,95.84393432,76.72248044
AC073475.1_ENSG00000250938.6,31.3246782,28.51280392,39.50619415,28.18939245,56.80977559
AC096773.1_ENSG00000250945.1,11.1152084,19.31512524,53.79566863,14.65848407,18.74136927
AC093752.1_ENSG00000250950.1,34.35609868,41.38955408,48.7523247,41.72030082,34.55439959
AC016687.3_ENSG00000250954.6,7.073314433,8.277910816,11.76780251,11.27575698,6.442345686
GLUD1P3_ENSG00000250959.2,85.89024669,72.66166161,65.56347115,75.54757176,72.62280591
LINC02196_ENSG00000250974.4,4.041893962,5.518607211,11.76780251,5.637878489,5.856677896
SNHG21_ENSG00000250988.7,230.3879558,217.9849848,224.4288051,192.8154443,168.0866556
AC098851.1_ENSG00000250990.1,11.1152084,25.75350032,15.1300318,20.29636256,22.84104379
AC139491.3_ENSG00000250992.2,7.073314433,11.95698229,38.66563683,10.14818128,19.91270485
AC136604.2_ENSG00000250999.2,42.4398866,54.26630424,31.94117825,33.82727094,44.51075201
GGCTP1_ENSG00000251000.1,15.15710236,10.11744655,4.202786612,7.893029885,2.928338948
AC244502.1_ENSG00000251002.8,669.9439242,747.771277,848.1223383,766.7514746,606.1661622
ZFPM2-AS1_ENSG00000251003.9,3.031420471,5.518607211,6.724458579,7.893029885,8.199349054
GAPDHP62_ENSG00000251013.1,102.0578225,96.57562619,69.76625776,60.88908769,86.09316507
HMMR-AS1_ENSG00000251018.2,2.020946981,5.518607211,10.08668787,1.127575698,7.028013475
THAP9-AS1_ENSG00000251022.6,3348.709147,2908.306,3552.195244,3584.563144,3400.387186
AC114980.1_ENSG00000251023.1,21.2199433,19.31512524,31.94117825,32.69969524,25.18371495
AC087854.1_ENSG00000251034.2,99.02640207,131.5268052,249.6455247,121.7781754,144.0742762
ZNF969P_ENSG00000251046.2,17.17804934,26.67326819,31.94117825,28.18939245,25.76938274
AC093871.1_ENSG00000251048.1,3.031420471,4.598839342,10.92724519,3.382727094,11.127688
LMNB1-DT_ENSG00000251072.2,1.01047349,3.679071474,1.681114645,4.510302792,1.171335579
HTT-AS_ENSG00000251075.2,7.073314433,10.11744655,15.97058913,22.55151396,21.08404043
BMS1P2_ENSG00000251079.6,264.7440545,306.2827002,254.6888687,257.0872591,299.8619083
AC093866.1_ENSG00000251095.7,25.26183726,28.51280392,36.98452218,38.33757373,39.82540969
LINC02506_ENSG00000251129.2,473.912067,456.2048628,456.422626,489.3678529,449.2071946
AC025171.3_ENSG00000251131.2,109.131137,114.0512157,143.7353021,113.8851455,114.205219
AF117829.1_ENSG00000251136.9,921.5518233,1043.016763,1395.325155,897.5502555,825.7915833
LINC02882_ENSG00000251138.7,4191.444038,3712.183117,3134.438255,2956.50348,1993.613156
AC084871.1_ENSG00000251139.2,2.020946981,0,0.840557322,0,0
MRPS30-DT_ENSG00000251141.6,202.0946981,267.6524497,344.6285022,268.3630161,254.1798207
AP002490.1_ENSG00000251143.1,300.1106267,346.7524864,352.1935181,359.6966476,425.780483
AC025539.1_ENSG00000251152.1,43.45036009,69.902358,121.0402544,34.95484663,59.73811454
AC131392.1_ENSG00000251158.1,15.15710236,24.83373245,52.11455399,12.40333268,12.29902358
AC020661.1_ENSG00000251161.4,10.1047349,8.277910816,1.681114645,9.020605583,20.49837264
F11-AS1_ENSG00000251165.6,13.13615538,18.39535737,27.73839164,18.04121117,19.91270485
LINC01843_ENSG00000251169.2,25.26183726,43.22908982,40.34675147,42.84787652,24.01237937
GSTCD-AS1_ENSG00000251175.5,3.031420471,8.277910816,11.76780251,3.382727094,8.785016844
TMEM92-AS1_ENSG00000251179.1,12.12568189,11.95698229,10.08668787,7.893029885,17.57003369
AC105345.2_ENSG00000251186.1,4.041893962,8.277910816,10.92724519,5.637878489,5.271010106
ZNF674_ENSG00000251192.7,453.7025972,475.519988,472.3932152,445.3924007,461.5062182
AL133330.1_ENSG00000251194.2,52.5446215,69.902358,57.99845524,43.97545222,29.86905727
AC015631.1_ENSG00000251199.6,14.14662887,17.4755895,28.57894896,20.29636256,18.15570148
TMED7-TICAM2_ENSG00000251201.8,341.5400398,306.2827002,253.007754,310.0833169,401.7681037
LINC00923_ENSG00000251209.9,32.33515169,39.55001834,60.52012721,41.72030082,39.82540969
LINC01337_ENSG00000251221.1,32.33515169,35.87094687,34.46285022,25.93424105,31.62606064
AL645924.2_ENSG00000251229.1,44.46083358,66.22328653,94.98297743,66.52696617,63.25212128
MIR3945HG_ENSG00000251230.6,15.15710236,27.59303605,24.37616235,21.42393826,28.69772169
AC107208.1_ENSG00000251244.2,11.1152084,13.79651803,43.70898076,18.04121117,15.81303032
AL691442.1_ENSG00000251246.1,32.33515169,26.67326819,11.76780251,14.65848407,13.47035916
ZNF345_ENSG00000251247.11,777.0541142,727.5363839,738.8498864,728.4139008,723.8853879
AC097375.3_ENSG00000251249.2,9.094261414,11.03721442,13.44891716,12.40333268,13.47035916
AC091951.3_ENSG00000251250.3,23.24089028,30.35233966,21.85449038,11.27575698,8.785016844
AC004069.1_ENSG00000251259.1,58.60746245,45.06862555,49.59288202,52.9960578,52.12443327
LINC02228_ENSG00000251273.4,42.4398866,55.18607211,63.8823565,45.10302792,44.51075201
SMIM15-AS1_ENSG00000251279.1,13.13615538,16.55582163,11.76780251,10.14818128,7.613681265
ALG1L2_ENSG00000251287.8,31.3246782,33.11164326,30.26006361,21.42393826,14.64169474
AC018797.2_ENSG00000251288.2,18.18852283,20.23489311,38.66563683,19.16878686,13.47035916
ERVH-1_ENSG00000251292.1,182.8957018,176.5954307,169.7925791,109.3748427,98.39218865
AC008574.1_ENSG00000251293.1,22.23041679,32.1918754,32.78173557,37.20999803,45.68208759
AC093835.1_ENSG00000251298.1,5.052367452,8.277910816,2.521671967,0,4.099674527
LINC02384_ENSG00000251301.7,80.83787924,87.3779475,256.3699833,248.0666535,525.9296751
CAB39P1_ENSG00000251303.1,27.28278424,32.1918754,30.26006361,29.31696814,40.99674527
AC026704.1_ENSG00000251307.1,6.062840943,15.63605376,12.60835984,3.382727094,4.099674527
LINC02728_ENSG00000251323.3,50.52367452,55.18607211,104.229108,48.48575501,67.3517958
AC114939.1_ENSG00000251330.3,23.24089028,12.87675016,33.6222929,19.16878686,27.52638611
PSME2P4_ENSG00000251332.1,3.031420471,2.759303605,7.565015901,5.637878489,0.58566779
AC017091.1_ENSG00000251339.6,26.27231075,12.87675016,39.50619415,27.06181675,14.64169474
MSANTD3-TMEFF1_ENSG00000251349.3,126.3091863,119.5698229,109.2724519,174.7742332,147.588283
LINC02475_ENSG00000251350.2,7.073314433,11.03721442,16.81114645,5.637878489,9.370684634
AC107884.1_ENSG00000251364.7,15.15710236,40.46978621,31.94117825,18.04121117,32.21172843
ZNF550_ENSG00000251369.9,2009.831773,1902.079952,1752.562017,1976.640198,1870.037252
LINC00499_ENSG00000251372.6,97.00545508,91.05701898,182.400939,81.18545025,96.04951749
AC034238.3_ENSG00000251376.1,22.23041679,22.07442884,35.30340754,10.14818128,28.69772169
AC099550.1_ENSG00000251379.1,108.1206635,116.8105193,171.4736938,101.4818128,91.36417518
LINC00958_ENSG00000251381.8,44.46083358,62.54421505,90.78019082,43.97545222,55.63844001
LINC01301_ENSG00000251396.7,79.82740575,72.66166161,70.60681508,83.44060164,49.19609433
AC113615.1_ENSG00000251408.1,11.1152084,15.63605376,25.21671967,13.53090837,5.856677896
AC007106.1_ENSG00000251410.2,32.33515169,42.30932195,51.27399666,11.27575698,31.04039285
AC093827.3_ENSG00000251411.1,26.27231075,30.35233966,26.89783432,19.16878686,19.32703706
AC138956.2_ENSG00000251414.1,51.53414801,80.93957242,84.89628956,60.88908769,64.42345686
AC145285.2_ENSG00000251417.2,104.0787695,106.6930727,132.8080569,109.3748427,76.72248044
AC016556.1_ENSG00000251421.2,15.15710236,10.11744655,14.28947448,13.53090837,12.29902358
AC016576.1_ENSG00000251423.3,23.24089028,34.03141113,22.6950477,15.78605977,13.47035916
AIDAP2_ENSG00000251429.1,18.18852283,44.14885769,28.57894896,24.80666535,40.41107748
LINC02615_ENSG00000251432.7,154.602444,178.4349665,203.414872,157.8605977,125.9185748
RTEL1P1_ENSG00000251441.3,9.094261414,26.67326819,43.70898076,14.65848407,28.1120539
LINC01094_ENSG00000251442.6,436.5245479,411.1362372,644.7074663,787.0478371,993.2925712
RASGRF2-AS1_ENSG00000251450.2,20.20946981,37.71048261,50.43343934,31.57211954,25.76938274
AC092611.1_ENSG00000251455.1,40.41893962,54.26630424,46.23065273,36.08242233,49.19609433
AC016933.1_ENSG00000251471.1,39.40846613,45.98839342,51.27399666,29.31696814,36.31140296
RPL32P3_ENSG00000251474.6,1162.044514,1245.365694,1065.826685,1168.168423,1223.460012
AL356488.1_ENSG00000251484.3,5.052367452,7.358142948,15.97058913,5.637878489,7.613681265
NRBF2P6_ENSG00000251485.1,123.2777658,160.0396091,135.3297289,166.8812033,144.659944
CENPS-CORT_ENSG00000251503.8,91.95308763,96.57562619,82.37461759,77.80272315,134.7035916
LINC01099_ENSG00000251504.1,6.062840943,8.277910816,13.44891716,16.91363547,8.199349054
AL162431.2_ENSG00000251520.1,6.062840943,16.55582163,11.76780251,10.14818128,11.127688
LINC00605_ENSG00000251533.2,32.33515169,19.31512524,21.01393306,19.16878686,11.127688
AC055717.1_ENSG00000251536.2,4.041893962,10.11744655,15.1300318,4.510302792,8.199349054
AC005324.2_ENSG00000251537.4,3.031420471,6.438375079,10.92724519,1.127575698,6.442345686
AC096711.2_ENSG00000251555.1,84.8797732,94.73609045,115.1563532,78.93029885,73.2084737
MALAT1_ENSG00000251562.8,19066.62429,31191.16795,36692.84879,21908.79581,16033.82708
IARS2P1_ENSG00000251563.1,7.073314433,12.87675016,9.246130546,9.020605583,11.71335579
AC093899.2_ENSG00000251569.1,61.63888292,55.18607211,47.91176738,54.1236335,40.41107748
LINC01267_ENSG00000251576.1,31.3246782,37.71048261,83.21517492,34.95484663,24.59804716
LINC02482_ENSG00000251580.3,139.4453417,115.8907514,143.7353021,130.798781,128.2612459
TET2-AS1_ENSG00000251586.1,4.041893962,3.679071474,22.6950477,6.765454187,7.613681265
ABCA11P_ENSG00000251595.7,536.5614234,504.0327919,528.7105558,546.8742135,478.4905841
AC093916.1_ENSG00000251598.2,7.073314433,4.598839342,14.28947448,11.27575698,4.685342317
AC107223.1_ENSG00000251600.8,125.2987128,150.8419304,212.6610026,157.8605977,180.3856792
AL928654.1_ENSG00000251602.7,433.4931274,412.9757729,300.9195214,269.4905918,277.6065323
AC104825.1_ENSG00000251615.3,108.1206635,118.650055,110.1130092,89.07848013,91.36417518
STPG2-AS1_ENSG00000251620.3,36.37704566,41.38955408,51.27399666,28.18939245,40.41107748
AC139491.5_ENSG00000251623.2,33.34562519,39.55001834,53.79566863,33.82727094,39.82540969
LINC02241_ENSG00000251629.7,83.86929971,90.13725111,92.46130546,56.37878489,80.82215496
NAIPP4_ENSG00000251634.2,453.7025972,510.471167,506.8560654,555.8948191,468.5342317
LINC02754_ENSG00000251637.6,62.64935641,93.81632258,115.9969105,72.16484466,79.0651516
AC136475.1_ENSG00000251661.3,103.068296,99.33492979,106.7507799,75.54757176,87.26450065
AC005920.3_ENSG00000251665.1,7.073314433,11.03721442,18.49226109,10.14818128,14.64169474
ZNF346-IT1_ENSG00000251666.1,27.28278424,29.43257179,30.26006361,31.57211954,23.42671158
BRCC3P1_ENSG00000251667.1,0,0,0,0,0
FAM86EP_ENSG00000251669.6,438.5454949,417.5746123,341.2662729,417.2030082,308.6469251
SNHG27_ENSG00000251676.2,15.15710236,27.59303605,40.34675147,33.82727094,28.69772169
AC008591.1_ENSG00000251680.6,9.094261414,18.39535737,31.94117825,21.42393826,11.127688
SCARNA8_ENSG00000251733.1,15.15710236,17.4755895,18.49226109,15.78605977,11.127688
RNU6-1053P_ENSG00000251739.1,5.052367452,8.277910816,6.724458579,4.510302792,12.88469137
RNA5SP217_ENSG00000251768.1,12.12568189,16.55582163,10.08668787,11.27575698,11.71335579
SCARNA6_ENSG00000251791.1,6.062840943,8.277910816,15.97058913,10.14818128,6.442345686
